exp_id,client,segment,variation,metric,final_value,first_dt,final_dt,days_tracked
7268.0,UG_WEB,Total,2.0,revenue,84458.67006492615,2026-04-09,2026-04-29,21
7280.0,UGT_IOS,Total,1.0,members,12818.0,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Total,1.0,revenue,8283.174395852542,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Total,2.0,members,12998.0,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Total,2.0,revenue,9270.947929094753,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Tour,1.0,members,12818.0,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Tour,1.0,revenue,1890.4620225906372,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Tour,2.0,members,12998.0,2026-05-11,2026-05-25,15
7280.0,UGT_IOS,Tour,2.0,revenue,3245.07409825325,2026-05-11,2026-05-25,15
7289.0,UGT_ANDROID,Interstitials,1.0,members,64300.0,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Interstitials,1.0,revenue,3322.8760316007997,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Interstitials,2.0,members,64714.0,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Interstitials,2.0,revenue,3481.2489314342893,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Total,1.0,members,64300.0,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Total,1.0,revenue,19323.386339077366,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Total,2.0,members,64714.0,2026-04-18,2026-05-04,17
7289.0,UGT_ANDROID,Total,2.0,revenue,20997.896724531645,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Interstitials,1.0,members,69637.0,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Interstitials,1.0,revenue,8957.902881979824,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Interstitials,2.0,members,69904.0,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Interstitials,2.0,revenue,8397.522325029713,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Total,1.0,members,69637.0,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Total,1.0,revenue,46692.204070370804,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Total,2.0,members,69904.0,2026-04-18,2026-05-04,17
7289.0,UGT_IOS,Total,2.0,revenue,48627.71982332811,2026-04-18,2026-05-04,17
7304.0,UG_WEB,Total,1.0,members,25673.0,2026-04-22,2026-04-29,8
7304.0,UG_WEB,Total,1.0,revenue,29772.729721546173,2026-04-22,2026-04-29,8
7304.0,UG_WEB,Total,2.0,members,25699.0,2026-04-22,2026-04-29,8
7304.0,UG_WEB,Total,2.0,revenue,29712.359615325928,2026-04-22,2026-04-29,8
7316.0,UGT_ANDROID,Total,1.0,members,20244.0,2026-04-27,2026-05-04,8
7316.0,UGT_ANDROID,Total,1.0,revenue,4941.348031451913,2026-04-27,2026-05-04,8
7316.0,UGT_ANDROID,Total,2.0,members,20010.0,2026-04-27,2026-05-04,8
7316.0,UGT_ANDROID,Total,2.0,revenue,4041.8315094464688,2026-04-27,2026-05-04,8
7316.0,UGT_ANDROID,Total,3.0,members,19760.0,2026-04-27,2026-05-04,8
7316.0,UGT_ANDROID,Total,3.0,revenue,4957.995095516938,2026-04-27,2026-05-04,8
7316.0,UGT_IOS,Splashes,1.0,members,18046.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Splashes,1.0,revenue,1221.423852988129,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Splashes,2.0,members,18123.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Splashes,2.0,revenue,715.6519957542419,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Splashes,3.0,members,18302.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Splashes,3.0,revenue,694.8129945158958,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,1.0,members,18046.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,1.0,revenue,14221.987049266661,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,2.0,members,18123.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,2.0,revenue,14133.167166382938,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,3.0,members,18302.0,2026-04-27,2026-05-05,9
7316.0,UGT_IOS,Total,3.0,revenue,14134.455804204648,2026-04-27,2026-05-05,9
7328.0,UG_WEB,Total,1.0,members,2831.0,2026-05-04,2026-05-11,8
7328.0,UG_WEB,Total,1.0,revenue,31998.67976951599,2026-05-04,2026-05-11,8
7328.0,UG_WEB,Total,2.0,members,2860.0,2026-05-04,2026-05-11,8
7328.0,UG_WEB,Total,2.0,revenue,35637.42975139618,2026-05-04,2026-05-11,8
7328.0,UG_WEB,Total,3.0,members,2880.0,2026-05-04,2026-05-11,8
7328.0,UG_WEB,Total,3.0,revenue,36800.58972930908,2026-05-04,2026-05-11,8
7331.0,UG_WEB,Total,1.0,members,2666.0,2026-04-29,2026-05-03,5
7331.0,UG_WEB,Total,1.0,revenue,224.96000289916992,2026-04-29,2026-05-03,5
7331.0,UG_WEB,Total,2.0,members,2812.0,2026-04-29,2026-05-03,5
7331.0,UG_WEB,Total,2.0,revenue,153.22999954223633,2026-04-29,2026-05-03,5
7334.0,UGT_IOS,Total,1.0,members,15736.0,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Total,1.0,revenue,29659.875968961875,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Total,2.0,members,15721.0,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Total,2.0,revenue,26647.87708813052,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Tour,1.0,members,15736.0,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Tour,1.0,revenue,21767.10891947746,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Tour,2.0,members,15721.0,2026-05-04,2026-05-11,8
7334.0,UGT_IOS,Tour,2.0,revenue,19379.1624715209,2026-05-04,2026-05-11,8
7355.0,UGT_ANDROID,Official tabs,1.0,members,8388.0,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Official tabs,1.0,revenue,409.1578401120313,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Official tabs,2.0,members,8300.0,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Official tabs,2.0,revenue,683.9865105867386,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Total,1.0,members,8388.0,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Total,1.0,revenue,1992.3048465469267,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Total,2.0,members,8300.0,2026-05-04,2026-05-12,9
7355.0,UGT_ANDROID,Total,2.0,revenue,1978.3920282585023,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Official tabs,1.0,members,8806.0,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Official tabs,1.0,revenue,1349.586021709442,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Official tabs,2.0,members,8737.0,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Official tabs,2.0,revenue,2761.052047741413,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Total,1.0,members,8806.0,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Total,1.0,revenue,6947.873472339664,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Total,2.0,members,8737.0,2026-05-04,2026-05-12,9
7355.0,UGT_IOS,Total,2.0,revenue,7583.814122739938,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,1.0,members,8158.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,1.0,revenue,4790.565043878554,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,2.0,members,8317.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,2.0,revenue,5036.546551239491,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,3.0,members,8295.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Total,3.0,revenue,4926.377563107014,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,1.0,members,8158.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,1.0,revenue,631.5500085115433,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,2.0,members,8317.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,2.0,revenue,1331.9670084953307,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,3.0,members,8295.0,2026-05-04,2026-05-12,9
7361.0,UGT_ANDROID,Winbacks,3.0,revenue,1151.5775129556655,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,1.0,members,25117.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,1.0,revenue,18667.729482976698,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,2.0,members,25031.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,2.0,revenue,19474.232614828947,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,3.0,members,25082.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Total,3.0,revenue,19517.91203287291,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,1.0,members,25118.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,1.0,revenue,1954.687025260925,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,2.0,members,25031.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,2.0,revenue,2277.961041736603,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,3.0,members,25082.0,2026-05-04,2026-05-12,9
7361.0,UGT_IOS,Winbacks,3.0,revenue,2140.124036836624,2026-05-04,2026-05-12,9
7379.0,UGT_ANDROID,Floating Splash,1.0,members,22748.0,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Floating Splash,1.0,revenue,259.59849987030026,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Floating Splash,2.0,members,22917.0,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Floating Splash,2.0,revenue,27.420999383926393,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Total,1.0,members,22748.0,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Total,1.0,revenue,2321.2990256888265,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Total,2.0,members,22917.0,2026-05-12,2026-05-14,3
7379.0,UGT_ANDROID,Total,2.0,revenue,2560.8807211666863,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Floating Splash,1.0,members,38305.0,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Floating Splash,1.0,revenue,886.7390075802803,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Floating Splash,2.0,members,38538.0,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Floating Splash,2.0,revenue,139.30000133514403,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Total,1.0,members,38305.0,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Total,1.0,revenue,8766.895218643338,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Total,2.0,members,38538.0,2026-05-12,2026-05-14,3
7379.0,UGT_IOS,Total,2.0,revenue,7961.043893870046,2026-05-12,2026-05-14,3
7382.0,UG_WEB,Total,1.0,members,13897.0,2026-05-14,2026-05-21,8
7382.0,UG_WEB,Total,1.0,revenue,429.12999534606934,2026-05-14,2026-05-21,8
7382.0,UG_WEB,Total,2.0,members,13958.0,2026-05-14,2026-05-21,8
7382.0,UG_WEB,Total,2.0,revenue,1090.6199932098389,2026-05-14,2026-05-21,8
7394.0,UG_WEB,Pro,1.0,members,7144.0,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Pro,1.0,revenue,55704.3095664978,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Pro,2.0,members,7183.0,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Pro,2.0,revenue,59372.86948108673,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Relaunch,1.0,members,2030.0,2026-05-06,2026-05-08,3
7394.0,UG_WEB,Relaunch,1.0,revenue,17215.369912147522,2026-05-06,2026-05-08,3
7394.0,UG_WEB,Relaunch,2.0,members,1975.0,2026-05-06,2026-05-08,3
7394.0,UG_WEB,Relaunch,2.0,revenue,18656.569867134094,2026-05-06,2026-05-08,3
7394.0,UG_WEB,Total,1.0,members,7144.0,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Total,1.0,revenue,70531.99951076508,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Total,2.0,members,7183.0,2026-04-29,2026-05-08,10
7394.0,UG_WEB,Total,2.0,revenue,71054.96939563751,2026-04-29,2026-05-08,10
7430.0,UG_WEB,Total,1.0,members,67285.0,2026-05-12,2026-05-19,8
7430.0,UG_WEB,Total,1.0,revenue,22278.189825057983,2026-05-12,2026-05-19,8
7430.0,UG_WEB,Total,2.0,members,66577.0,2026-05-12,2026-05-19,8
7430.0,UG_WEB,Total,2.0,revenue,23876.72986125946,2026-05-12,2026-05-19,8
7433.0,UG_WEB,Total,1.0,members,426.0,2026-05-11,2026-05-25,15
7433.0,UG_WEB,Total,1.0,revenue,124.9799976348877,2026-05-11,2026-05-25,15
7433.0,UG_WEB,Total,2.0,members,357.0,2026-05-11,2026-05-25,15
7433.0,UG_WEB,Total,2.0,revenue,458.85999870300293,2026-05-11,2026-05-25,15
7454.0,UGT_ANDROID,Free,1.0,members,81187.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Free,1.0,revenue,9627.835288975895,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Free,2.0,members,80724.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Free,2.0,revenue,9816.799827472627,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Interstitials,1.0,members,81189.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Interstitials,1.0,revenue,2351.807284374296,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Interstitials,2.0,members,80724.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Interstitials,2.0,revenue,2347.700026294589,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Total,1.0,members,81193.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Total,1.0,revenue,9627.835288975895,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Total,2.0,members,80733.0,2026-05-18,2026-05-27,10
7454.0,UGT_ANDROID,Total,2.0,revenue,9816.799827472627,2026-05-18,2026-05-27,10
7454.0,UGT_IOS,Free,1.0,members,14674.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Free,1.0,revenue,5900.173364269661,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Free,2.0,members,14293.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Free,2.0,revenue,5018.953534511237,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Interstitials,1.0,members,14674.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Interstitials,1.0,revenue,1045.8248643492739,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Interstitials,2.0,members,14293.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Interstitials,2.0,revenue,603.6717543005943,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Total,1.0,members,14674.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Total,1.0,revenue,5900.173364269661,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Total,2.0,members,14293.0,2026-05-18,2026-05-25,8
7454.0,UGT_IOS,Total,2.0,revenue,5018.953534511237,2026-05-18,2026-05-25,8
7460.0,UG_WEB,Total,1.0,members,229285.0,2026-05-20,2026-05-27,8
7460.0,UG_WEB,Total,1.0,revenue,51918.290004730225,2026-05-20,2026-05-27,8
7460.0,UG_WEB,Total,2.0,members,229229.0,2026-05-20,2026-05-27,8
7460.0,UG_WEB,Total,2.0,revenue,54958.24000072479,2026-05-20,2026-05-27,8
7466.0,UGT_ANDROID,Total,1.0,members,29571.0,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Total,1.0,revenue,27782.35662478884,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Total,2.0,members,29504.0,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Total,2.0,revenue,28420.75601739383,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Tour,1.0,members,29571.0,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Tour,1.0,revenue,19674.720567804576,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Tour,2.0,members,29504.0,2026-05-26,2026-06-11,17
7466.0,UGT_ANDROID,Tour,2.0,revenue,21405.63009955287,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Total,1.0,members,26082.0,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Total,1.0,revenue,60817.238359608884,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Total,2.0,members,26067.0,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Total,2.0,revenue,65852.74251165114,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Tour,1.0,members,26082.0,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Tour,1.0,revenue,46713.2887629986,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Tour,2.0,members,26067.0,2026-05-26,2026-06-11,17
7466.0,UGT_IOS,Tour,2.0,revenue,50390.58476097583,2026-05-26,2026-06-11,17
7472.0,UG_WEB,Courses,1.0,members,8135.0,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Courses,1.0,revenue,4401.170040130615,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Courses,2.0,members,8346.0,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Courses,2.0,revenue,3996.1500720977783,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Total,1.0,members,8135.0,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Total,1.0,revenue,8608.210057258606,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Total,2.0,members,8346.0,2026-05-20,2026-06-29,41
7472.0,UG_WEB,Total,2.0,revenue,7563.780083656311,2026-05-20,2026-06-29,41
7475.0,UG_WEB,Songbooks,1.0,members,7592.0,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Songbooks,1.0,revenue,2359.5700149536133,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Songbooks,2.0,members,7725.0,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Songbooks,2.0,revenue,1425.6700277328491,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Total,1.0,members,7592.0,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Total,1.0,revenue,6313.290008544922,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Total,2.0,members,7725.0,2026-05-20,2026-06-23,35
7475.0,UG_WEB,Total,2.0,revenue,4373.870028495789,2026-05-20,2026-06-23,35
7478.0,UGT_IOS,Total,1.0,members,2243.0,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Total,1.0,revenue,4032.1583080291775,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Total,2.0,members,2258.0,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Total,2.0,revenue,3629.5789999723447,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Tour,1.0,members,2243.0,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Tour,1.0,revenue,2969.4209671020517,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Tour,2.0,members,2258.0,2026-05-28,2026-05-29,2
7478.0,UGT_IOS,Tour,2.0,revenue,2408.8259755134586,2026-05-28,2026-05-29,2
7487.0,UGT_ANDROID,Total,1.0,members,3566.0,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Total,1.0,revenue,1457.9705154895782,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Total,2.0,members,3602.0,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Total,2.0,revenue,1814.2570116281508,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Winbacks,1.0,members,3566.0,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Winbacks,1.0,revenue,533.2390033721924,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Winbacks,2.0,members,3602.0,2026-05-26,2026-06-12,18
7487.0,UGT_ANDROID,Winbacks,2.0,revenue,669.4855033397673,2026-05-26,2026-06-12,18
7487.0,UGT_IOS,Total,1.0,members,9934.0,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Total,1.0,revenue,4139.717689704895,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Total,2.0,members,9754.0,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Total,2.0,revenue,4463.122010952234,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Winbacks,1.0,members,9934.0,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Winbacks,1.0,revenue,480.4590139389038,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Winbacks,2.0,members,9754.0,2026-05-22,2026-06-12,22
7487.0,UGT_IOS,Winbacks,2.0,revenue,1449.8539965152738,2026-05-22,2026-06-12,22
7493.0,UGT_ANDROID,Inner Paywalls,1.0,members,20227.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Inner Paywalls,1.0,revenue,4997.196092692018,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Inner Paywalls,2.0,members,20037.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Inner Paywalls,2.0,revenue,4215.19515219927,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Paid Tour,1.0,members,1728.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Paid Tour,1.0,revenue,1080.026995241642,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Paid Tour,2.0,members,1718.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Paid Tour,2.0,revenue,809.3530041098594,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Total,1.0,members,20227.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Total,1.0,revenue,8663.348113670945,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Total,2.0,members,20037.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Total,2.0,revenue,7130.695165371896,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Tour,1.0,members,20227.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Tour,1.0,revenue,3666.1520209789282,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Tour,2.0,members,20037.0,2026-05-26,2026-05-29,4
7493.0,UGT_ANDROID,Tour,2.0,revenue,2915.5000131726274,2026-05-26,2026-05-29,4
7496.0,UGT_IOS,Features,1.0,members,26761.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Features,1.0,revenue,15812.028574627147,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Features,2.0,members,26511.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Features,2.0,revenue,15272.456742143379,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Total,1.0,members,26761.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Total,1.0,revenue,55565.11224868841,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Total,2.0,members,26511.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Total,2.0,revenue,58815.20212712256,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Tour,1.0,members,26761.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Tour,1.0,revenue,39753.083674061294,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Tour,2.0,members,26511.0,2026-06-02,2026-06-14,13
7496.0,UGT_IOS,Tour,2.0,revenue,43542.745384979244,2026-06-02,2026-06-14,13
7502.0,UG_WEB,Total,1.0,members,18848.0,2026-05-27,2026-06-08,13
7502.0,UG_WEB,Total,1.0,revenue,28827.760066986084,2026-05-27,2026-06-08,13
7502.0,UG_WEB,Total,2.0,members,18542.0,2026-05-27,2026-06-08,13
7502.0,UG_WEB,Total,2.0,revenue,25786.269991874695,2026-05-27,2026-06-08,13
7502.0,UG_WEB,Total,3.0,members,10702.0,2026-05-27,2026-06-08,13
7502.0,UG_WEB,Total,3.0,revenue,14360.690002441406,2026-05-27,2026-06-08,13
7505.0,UG_WEB,Pro Free,1.0,members,31515.0,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Pro Free,1.0,revenue,37706.33006000519,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Pro Free,2.0,members,31427.0,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Pro Free,2.0,revenue,39411.35997962952,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Total,1.0,members,32852.0,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Total,1.0,revenue,38661.310072898865,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Total,2.0,members,32722.0,2026-05-26,2026-06-05,11
7505.0,UG_WEB,Total,2.0,revenue,40169.10998725891,2026-05-26,2026-06-05,11
7523.0,UG_WEB,Total,1.0,members,5859.0,2026-06-05,2026-06-18,14
7523.0,UG_WEB,Total,1.0,revenue,62969.490193367004,2026-06-05,2026-06-18,14
7523.0,UG_WEB,Total,2.0,members,6003.0,2026-06-05,2026-06-18,14
7523.0,UG_WEB,Total,2.0,revenue,64032.86029338837,2026-06-05,2026-06-18,14
7535.0,UG_WEB,Total,1.0,members,4117.0,2026-06-05,2026-06-22,18
7535.0,UG_WEB,Total,1.0,revenue,30341.84974002838,2026-06-05,2026-06-22,18
7535.0,UG_WEB,Total,2.0,members,4082.0,2026-06-05,2026-06-22,18
7535.0,UG_WEB,Total,2.0,revenue,33793.980197906494,2026-06-05,2026-06-22,18
7547.0,UGT_ANDROID,Total,1.0,members,161727.0,2026-06-12,2026-06-17,6
7547.0,UGT_ANDROID,Total,1.0,revenue,14490.352999314673,2026-06-12,2026-06-17,6
7547.0,UGT_ANDROID,Total,2.0,members,169353.0,2026-06-12,2026-06-17,6
7547.0,UGT_ANDROID,Total,2.0,revenue,15255.956430588369,2026-06-12,2026-06-17,6
7547.0,UGT_IOS,Total,1.0,members,207209.0,2026-06-12,2026-06-17,6
7547.0,UGT_IOS,Total,1.0,revenue,25981.16106541071,2026-06-12,2026-06-17,6
7547.0,UGT_IOS,Total,2.0,members,221739.0,2026-06-12,2026-06-17,6
7547.0,UGT_IOS,Total,2.0,revenue,26761.22984939568,2026-06-12,2026-06-17,6
7559.0,UG_WEB,Total,1.0,members,39290.0,2026-06-10,2026-06-18,9
7559.0,UG_WEB,Total,1.0,revenue,13569.040043830872,2026-06-10,2026-06-18,9
7559.0,UG_WEB,Total,2.0,members,39468.0,2026-06-10,2026-06-18,9
7559.0,UG_WEB,Total,2.0,revenue,13867.920063972473,2026-06-10,2026-06-18,9
7568.0,UGT_IOS,Features,1.0,members,14963.0,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Features,1.0,revenue,6718.645511691069,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Features,2.0,members,14972.0,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Features,2.0,revenue,6781.128501459561,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Total,1.0,members,14963.0,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Total,1.0,revenue,31124.894527844786,2026-06-19,2026-06-29,11
7568.0,UGT_IOS,Total,2.0,members,14972.0,2026-06-19,2026-06-29,11
